iter	Passed	Remaining
879	1615	220
880	1616	218
881	1618	216
882	1619	214
883	1621	212
884	1622	210
885	1624	209
886	1626	207
887	1627	205
888	1629	203
889	1630	201
890	1632	199
891	1633	197
892	1635	195
893	1637	194
894	1638	192
895	1639	190
896	1641	188
897	1643	186
898	1644	184
899	1646	182
900	1647	181
901	1649	179
902	1651	177
903	1652	175
904	1653	173
905	1655	171
906	1656	169
907	1658	168
908	1659	166
909	1661	164
910	1662	162
911	1663	160
912	1665	158
913	1666	156
914	1668	154
915	1669	153
916	1671	151
917	1672	149
918	1674	147
919	1675	145
920	1677	143
921	1678	142
922	1679	140
923	1681	138
924	1682	136
925	1683	134
926	1685	132
927	1686	130
928	1688	129
929	1690	127
930	1691	125
931	1693	123
932	1694	121
933	1696	119
934	1697	118
935	1698	116
936	1700	114
937	1702	112
938	1703	110
939	1705	108
940	1706	107
941	1708	105
942	1710	103
943	1711	101
944	1713	99
945	1714	97
946	1716	96
947	1718	94
948	1719	92
949	1721	90
950	1722	88
951	1724	86
952	1725	85
953	1727	83
954	1728	81
955	1730	79
956	1732	77
957	1733	76
958	1735	74
959	1737	72
960	1738	70
961	1740	68
962	1741	66
963	1743	65
964	1744	63
965	1746	61
966	1748	59
967	1749	57
968	1750	56
969	1752	54
970	1753	52
971	1755	50
972	1756	48
973	1758	46
974	1759	45
975	1761	43
976	1763	41
977	1764	39
978	1766	37
979	1767	36
980	1768	34
981	1770	32
982	1771	30
983	1773	28
984	1774	27
985	1776	25
986	1777	23
987	1779	21
988	1780	19
989	1781	17
990	1783	16
991	1784	14
992	1785	12
993	1787	10
994	1788	8
995	1790	7
996	1791	5
997	1793	3
998	1794	1
999	1796	0
